example_id,head_label,layer_idx,head_idx,logitbaseline_wait_token,logitablated_wait_token,delta_ablated_minus_baseline
combination_15_3,L24H6,24,6,25.140625,27.640625,2.5
combination_15_3,L0H3,0,3,25.140625,26.84375,1.703125
combination_15_3,L20H14,20,14,25.140625,26.375,1.234375
combination_15_3,L12H10,12,10,25.140625,26.09375,0.953125
combination_15_3,L19H7,19,7,25.140625,26.015625,0.875
combination_15_3,L0H4,0,4,25.140625,25.96875,0.828125
combination_15_3,L16H12,16,12,25.140625,25.859375,0.71875
combination_15_3,L25H13,25,13,25.140625,25.84375,0.703125
combination_15_3,L17H13,17,13,25.140625,25.796875,0.65625
combination_15_3,L22H4,22,4,25.140625,25.796875,0.65625
combination_15_3,L5H1,5,1,25.140625,25.765625,0.625
combination_15_3,L9H12,9,12,25.140625,25.75,0.609375
combination_15_3,L0H10,0,10,25.140625,25.71875,0.578125
combination_15_3,L9H7,9,7,25.140625,25.71875,0.578125
combination_15_3,L16H9,16,9,25.140625,25.640625,0.5
combination_15_3,L18H7,18,7,25.140625,25.640625,0.5
combination_15_3,L24H2,24,2,25.140625,25.640625,0.5
combination_15_3,L26H6,26,6,25.140625,25.640625,0.5
combination_15_3,L19H2,19,2,25.140625,25.609375,0.46875
combination_15_3,L10H5,10,5,25.140625,25.578125,0.4375
combination_15_3,L11H2,11,2,25.140625,25.578125,0.4375
combination_15_3,L23H5,23,5,25.140625,25.578125,0.4375
combination_15_3,L10H15,10,15,25.140625,25.5625,0.421875
combination_15_3,L0H13,0,13,25.140625,25.53125,0.390625
combination_15_3,L26H2,26,2,25.140625,25.53125,0.390625
combination_15_3,L10H8,10,8,25.140625,25.515625,0.375
combination_15_3,L10H3,10,3,25.140625,25.5,0.359375
combination_15_3,L19H12,19,12,25.140625,25.5,0.359375
combination_15_3,L27H12,27,12,25.140625,25.5,0.359375
combination_15_3,L27H15,27,15,25.140625,25.484375,0.34375
combination_15_3,L14H10,14,10,25.140625,25.46875,0.328125
combination_15_3,L17H6,17,6,25.140625,25.46875,0.328125
combination_15_3,L18H13,18,13,25.140625,25.453125,0.3125
combination_15_3,L21H14,21,14,25.140625,25.453125,0.3125
combination_15_3,L13H14,13,14,25.140625,25.4375,0.296875
combination_15_3,L24H4,24,4,25.140625,25.4375,0.296875
combination_15_3,L9H11,9,11,25.140625,25.4375,0.296875
combination_15_3,L0H14,0,14,25.140625,25.421875,0.28125
combination_15_3,L18H15,18,15,25.140625,25.421875,0.28125
combination_15_3,L18H9,18,9,25.140625,25.421875,0.28125
combination_15_3,L22H14,22,14,25.140625,25.421875,0.28125
combination_15_3,L17H14,17,14,25.140625,25.390625,0.25
combination_15_3,L23H11,23,11,25.140625,25.390625,0.25
combination_15_3,L8H0,8,0,25.140625,25.390625,0.25
combination_15_3,L1H14,1,14,25.140625,25.375,0.234375
combination_15_3,L23H10,23,10,25.140625,25.375,0.234375
combination_15_3,L26H3,26,3,25.140625,25.375,0.234375
combination_15_3,L11H12,11,12,25.140625,25.359375,0.21875
combination_15_3,L17H4,17,4,25.140625,25.359375,0.21875
combination_15_3,L23H3,23,3,25.140625,25.359375,0.21875
combination_15_3,L24H14,24,14,25.140625,25.359375,0.21875
combination_15_3,L6H6,6,6,25.140625,25.359375,0.21875
combination_15_3,L8H2,8,2,25.140625,25.359375,0.21875
combination_15_3,L9H9,9,9,25.140625,25.359375,0.21875
combination_15_3,L0H6,0,6,25.140625,25.34375,0.203125
combination_15_3,L10H10,10,10,25.140625,25.34375,0.203125
combination_15_3,L13H1,13,1,25.140625,25.34375,0.203125
combination_15_3,L13H10,13,10,25.140625,25.34375,0.203125
combination_15_3,L4H1,4,1,25.140625,25.34375,0.203125
combination_15_3,L0H0,0,0,25.140625,25.328125,0.1875
combination_15_3,L0H8,0,8,25.140625,25.328125,0.1875
combination_15_3,L16H13,16,13,25.140625,25.328125,0.1875
combination_15_3,L19H3,19,3,25.140625,25.328125,0.1875
combination_15_3,L21H3,21,3,25.140625,25.328125,0.1875
combination_15_3,L26H5,26,5,25.140625,25.328125,0.1875
combination_15_3,L5H0,5,0,25.140625,25.328125,0.1875
combination_15_3,L7H8,7,8,25.140625,25.328125,0.1875
combination_15_3,L8H9,8,9,25.140625,25.328125,0.1875
combination_15_3,L9H8,9,8,25.140625,25.328125,0.1875
combination_15_3,L10H14,10,14,25.140625,25.3125,0.171875
combination_15_3,L11H10,11,10,25.140625,25.3125,0.171875
combination_15_3,L11H15,11,15,25.140625,25.3125,0.171875
combination_15_3,L17H3,17,3,25.140625,25.3125,0.171875
combination_15_3,L22H12,22,12,25.140625,25.3125,0.171875
combination_15_3,L6H13,6,13,25.140625,25.3125,0.171875
combination_15_3,L13H0,13,0,25.140625,25.296875,0.15625
combination_15_3,L13H13,13,13,25.140625,25.296875,0.15625
combination_15_3,L1H2,1,2,25.140625,25.296875,0.15625
combination_15_3,L20H4,20,4,25.140625,25.296875,0.15625
combination_15_3,L2H13,2,13,25.140625,25.296875,0.15625
combination_15_3,L4H8,4,8,25.140625,25.296875,0.15625
combination_15_3,L5H13,5,13,25.140625,25.296875,0.15625
combination_15_3,L7H1,7,1,25.140625,25.296875,0.15625
combination_15_3,L8H14,8,14,25.140625,25.296875,0.15625
combination_15_3,L0H9,0,9,25.140625,25.28125,0.140625
combination_15_3,L15H2,15,2,25.140625,25.28125,0.140625
combination_15_3,L15H4,15,4,25.140625,25.28125,0.140625
combination_15_3,L1H1,1,1,25.140625,25.28125,0.140625
combination_15_3,L22H8,22,8,25.140625,25.28125,0.140625
combination_15_3,L24H5,24,5,25.140625,25.28125,0.140625
combination_15_3,L5H10,5,10,25.140625,25.28125,0.140625
combination_15_3,L5H9,5,9,25.140625,25.28125,0.140625
combination_15_3,L7H13,7,13,25.140625,25.28125,0.140625
combination_15_3,L7H4,7,4,25.140625,25.28125,0.140625
combination_15_3,L0H1,0,1,25.140625,25.265625,0.125
combination_15_3,L10H11,10,11,25.140625,25.265625,0.125
combination_15_3,L10H6,10,6,25.140625,25.265625,0.125
combination_15_3,L12H11,12,11,25.140625,25.265625,0.125
combination_15_3,L15H14,15,14,25.140625,25.265625,0.125
combination_15_3,L2H4,2,4,25.140625,25.265625,0.125
combination_15_3,L5H14,5,14,25.140625,25.265625,0.125
combination_15_3,L6H3,6,3,25.140625,25.265625,0.125
combination_15_3,L9H0,9,0,25.140625,25.265625,0.125
combination_15_3,L13H8,13,8,25.140625,25.25,0.109375
combination_15_3,L14H11,14,11,25.140625,25.25,0.109375
combination_15_3,L14H14,14,14,25.140625,25.25,0.109375
combination_15_3,L15H7,15,7,25.140625,25.25,0.109375
combination_15_3,L17H15,17,15,25.140625,25.25,0.109375
combination_15_3,L18H5,18,5,25.140625,25.25,0.109375
combination_15_3,L1H15,1,15,25.140625,25.25,0.109375
combination_15_3,L21H13,21,13,25.140625,25.25,0.109375
combination_15_3,L26H8,26,8,25.140625,25.25,0.109375
combination_15_3,L2H5,2,5,25.140625,25.25,0.109375
combination_15_3,L4H9,4,9,25.140625,25.25,0.109375
combination_15_3,L6H7,6,7,25.140625,25.25,0.109375
combination_15_3,L9H4,9,4,25.140625,25.25,0.109375
combination_15_3,L11H8,11,8,25.140625,25.234375,0.09375
combination_15_3,L12H4,12,4,25.140625,25.234375,0.09375
combination_15_3,L16H5,16,5,25.140625,25.234375,0.09375
combination_15_3,L1H10,1,10,25.140625,25.234375,0.09375
combination_15_3,L1H7,1,7,25.140625,25.234375,0.09375
combination_15_3,L21H7,21,7,25.140625,25.234375,0.09375
combination_15_3,L21H8,21,8,25.140625,25.234375,0.09375
combination_15_3,L5H7,5,7,25.140625,25.234375,0.09375
combination_15_3,L6H0,6,0,25.140625,25.234375,0.09375
combination_15_3,L6H10,6,10,25.140625,25.234375,0.09375
combination_15_3,L7H15,7,15,25.140625,25.234375,0.09375
combination_15_3,L8H3,8,3,25.140625,25.234375,0.09375
combination_15_3,L9H3,9,3,25.140625,25.234375,0.09375
combination_15_3,L14H7,14,7,25.140625,25.21875,0.078125
combination_15_3,L16H10,16,10,25.140625,25.21875,0.078125
combination_15_3,L17H0,17,0,25.140625,25.21875,0.078125
combination_15_3,L17H9,17,9,25.140625,25.21875,0.078125
combination_15_3,L24H3,24,3,25.140625,25.21875,0.078125
combination_15_3,L26H1,26,1,25.140625,25.21875,0.078125
combination_15_3,L27H5,27,5,25.140625,25.21875,0.078125
combination_15_3,L4H2,4,2,25.140625,25.21875,0.078125
combination_15_3,L5H15,5,15,25.140625,25.21875,0.078125
combination_15_3,L9H10,9,10,25.140625,25.21875,0.078125
combination_15_3,L10H13,10,13,25.140625,25.203125,0.0625
combination_15_3,L11H4,11,4,25.140625,25.203125,0.0625
combination_15_3,L12H13,12,13,25.140625,25.203125,0.0625
combination_15_3,L15H10,15,10,25.140625,25.203125,0.0625
combination_15_3,L16H1,16,1,25.140625,25.203125,0.0625
combination_15_3,L16H11,16,11,25.140625,25.203125,0.0625
combination_15_3,L16H6,16,6,25.140625,25.203125,0.0625
combination_15_3,L1H4,1,4,25.140625,25.203125,0.0625
combination_15_3,L2H1,2,1,25.140625,25.203125,0.0625
combination_15_3,L2H8,2,8,25.140625,25.203125,0.0625
combination_15_3,L3H5,3,5,25.140625,25.203125,0.0625
combination_15_3,L6H15,6,15,25.140625,25.203125,0.0625
combination_15_3,L7H3,7,3,25.140625,25.203125,0.0625
combination_15_3,L8H5,8,5,25.140625,25.203125,0.0625
combination_15_3,L0H11,0,11,25.140625,25.1875,0.046875
combination_15_3,L13H3,13,3,25.140625,25.1875,0.046875
combination_15_3,L15H0,15,0,25.140625,25.1875,0.046875
combination_15_3,L1H11,1,11,25.140625,25.1875,0.046875
combination_15_3,L1H8,1,8,25.140625,25.1875,0.046875
combination_15_3,L21H11,21,11,25.140625,25.1875,0.046875
combination_15_3,L21H9,21,9,25.140625,25.1875,0.046875
combination_15_3,L22H10,22,10,25.140625,25.1875,0.046875
combination_15_3,L4H11,4,11,25.140625,25.1875,0.046875
combination_15_3,L4H6,4,6,25.140625,25.1875,0.046875
combination_15_3,L9H2,9,2,25.140625,25.1875,0.046875
combination_15_3,L11H11,11,11,25.140625,25.171875,0.03125
combination_15_3,L16H3,16,3,25.140625,25.171875,0.03125
combination_15_3,L20H10,20,10,25.140625,25.171875,0.03125
combination_15_3,L21H6,21,6,25.140625,25.171875,0.03125
combination_15_3,L24H12,24,12,25.140625,25.171875,0.03125
combination_15_3,L27H6,27,6,25.140625,25.171875,0.03125
combination_15_3,L3H4,3,4,25.140625,25.171875,0.03125
combination_15_3,L5H2,5,2,25.140625,25.171875,0.03125
combination_15_3,L5H3,5,3,25.140625,25.171875,0.03125
combination_15_3,L6H1,6,1,25.140625,25.171875,0.03125
combination_15_3,L6H2,6,2,25.140625,25.171875,0.03125
combination_15_3,L12H0,12,0,25.140625,25.15625,0.015625
combination_15_3,L14H2,14,2,25.140625,25.15625,0.015625
combination_15_3,L19H1,19,1,25.140625,25.15625,0.015625
combination_15_3,L19H11,19,11,25.140625,25.15625,0.015625
combination_15_3,L19H9,19,9,25.140625,25.15625,0.015625
combination_15_3,L1H12,1,12,25.140625,25.15625,0.015625
combination_15_3,L20H11,20,11,25.140625,25.15625,0.015625
combination_15_3,L23H0,23,0,25.140625,25.15625,0.015625
combination_15_3,L23H4,23,4,25.140625,25.15625,0.015625
combination_15_3,L24H11,24,11,25.140625,25.15625,0.015625
combination_15_3,L2H9,2,9,25.140625,25.15625,0.015625
combination_15_3,L3H9,3,9,25.140625,25.15625,0.015625
combination_15_3,L4H5,4,5,25.140625,25.15625,0.015625
combination_15_3,L5H11,5,11,25.140625,25.15625,0.015625
combination_15_3,L6H4,6,4,25.140625,25.15625,0.015625
combination_15_3,L8H7,8,7,25.140625,25.15625,0.015625
combination_15_3,L9H1,9,1,25.140625,25.15625,0.015625
combination_15_3,L13H2,13,2,25.140625,25.140625,0.0
combination_15_3,L13H6,13,6,25.140625,25.140625,0.0
combination_15_3,L17H10,17,10,25.140625,25.140625,0.0
combination_15_3,L19H5,19,5,25.140625,25.140625,0.0
